tanggal,kategori,komoditas,satuan,pasar,harga,rata_harian,rata_hitung,selisih_rata
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Tambahrejo,10000,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Pucang Anom,1250,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Wonokromo,9000,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Genteng Baru,9000,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Pabean,16000,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Kembang,9000,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu biasa,Kg,Pasar Balongsari,9000,9035.714286,9035.714286,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Tambahrejo,,12000,12000,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Pucang Anom,10000,12000,12000,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Wonokromo,12000,12000,12000,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Genteng Baru,14000,12000,12000,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Pabean,,12000,12000,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Kembang,12000,12000,12000,0
2024-01-16,TAHU,Tahu susu,Kg,Pasar Balongsari,12000,12000,12000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Tambahrejo,,15000,15000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Pucang Anom,,15000,15000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Wonokromo,,15000,15000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Genteng Baru,16000,15000,15000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Pabean,14000,15000,15000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Kembang,,15000,15000,0
2024-01-16,TEMPE,Tempe Kw I (campuran kedelai),Kg,Pasar Balongsari,15000,15000,15000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Tambahrejo,,6000,6000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Pucang Anom,,6000,6000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Wonokromo,6000,6000,6000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Genteng Baru,,6000,6000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Pabean,,6000,6000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Kembang,6000,6000,6000,0
2024-01-16,TEMPE,Tempe Kw II (campuran jagung),Kg,Pasar Balongsari,,6000,6000,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Tambahrejo,,2500,2500,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Pucang Anom,2500,2500,2500,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Wonokromo,,2500,2500,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Genteng Baru,,2500,2500,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Pabean,,2500,2500,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Kembang,,2500,2500,0
2024-01-16,TEMPE,Tempe Kw III (campuran kulit),Kg,Pasar Balongsari,,2500,2500,0
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Tambahrejo,12000,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Pucang Anom,12000,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Wonokromo,12500,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Genteng Baru,12500,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Pabean,,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Kembang,12500,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""INDOMILK"" Putih",390 Gr/kaleng,Pasar Balongsari,12500,12333.33333,12333.333333,0.000003
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Tambahrejo,12000,12500,12500,0
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Pucang Anom,13000,12500,12500,0
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Wonokromo,12500,12500,12500,0
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Genteng Baru,12500,12500,12500,0
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Pabean,,12500,12500,0
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Kembang,12500,12500,12500,0
2024-01-16,S U S U,"Susu Kental Manis ""BENDERA"" Putih",390 Gr/kaleng,Pasar Balongsari,12500,12500,12500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Tambahrejo,,17500,17500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Pucang Anom,,17500,17500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Wonokromo,,17500,17500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Genteng Baru,,17500,17500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Pabean,17500,17500,17500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Kembang,,17500,17500,0
2024-01-16,SABUN CUCI,Sabun Detergen Rinso (Anti Noda),900 Gram,Pasar Balongsari,,17500,17500,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Tambahrejo,,2000,2000,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Pucang Anom,,2000,2000,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Wonokromo,,2000,2000,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Genteng Baru,,2000,2000,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Pabean,2000,2000,2000,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Kembang,,2000,2000,0
2024-01-16,SABUN CUCI,"Sabun Colek ""Wing's Biru""",350 Gram,Pasar Balongsari,,2000,2000,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Tambahrejo,,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Pucang Anom,8000,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Wonokromo,10000,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Genteng Baru,10000,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Pabean,9000,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Kembang,10000,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Balongsari,10000,9500,9500,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Tambahrejo,10000,8857.142857,8857.142857,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Pucang Anom,10000,8857.142857,8857.142857,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Wonokromo,9000,8857.142857,8857.142857,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Genteng Baru,10000,8857.142857,8857.142857,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Pabean,6000,8857.142857,8857.142857,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Kembang,9000,8857.142857,8857.142857,0
2024-01-16,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Balongsari,8000,8857.142857,8857.142857,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Tambahrejo,3000,4428.571429,4428.571429,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Pucang Anom,8000,4428.571429,4428.571429,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Wonokromo,5000,4428.571429,4428.571429,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Genteng Baru,5000,4428.571429,4428.571429,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Pabean,2500,4428.571429,4428.571429,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Kembang,5000,4428.571429,4428.571429,0
2024-01-16,GARAM BERYODIUM,Garam Halus (Cap Kapal),250 Gr/Bngks,Pasar Balongsari,2500,4428.571429,4428.571429,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Tambahrejo,10000,10500,10500,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Pucang Anom,10500,10500,10500,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Wonokromo,10000,10500,10500,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Genteng Baru,11000,10500,10500,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Pabean,12000,10500,10500,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Kembang,10000,10500,10500,0
2024-01-16,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Balongsari,10000,10500,10500,0
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Tambahrejo,16000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Pucang Anom,13000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Wonokromo,14000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Genteng Baru,14000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Pabean,14000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Kembang,15000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Balongsari,,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Tambahrejo,,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Pucang Anom,,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Wonokromo,15000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Genteng Baru,,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Pabean,,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Kembang,14000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Balongsari,14000,14333.33333,14333.333333,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Tambahrejo,24000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Pucang Anom,23000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Wonokromo,23000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Genteng Baru,23000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Pabean,22000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Kembang,23000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Balongsari,24000,23142.85714,23142.857143,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Tambahrejo,30000,28857.14286,28857.142857,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Pucang Anom,30000,28857.14286,28857.142857,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Wonokromo,28000,28857.14286,28857.142857,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Genteng Baru,28000,28857.14286,28857.142857,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Pabean,30000,28857.14286,28857.142857,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Kembang,28000,28857.14286,28857.142857,0.000003
2024-01-16,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Balongsari,28000,28857.14286,28857.142857,0.000003
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Tambahrejo,3000,3116.666667,3116.666667,0
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Pucang Anom,3200,3116.666667,3116.666667,0
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Wonokromo,3000,3116.666667,3116.666667,0
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Genteng Baru,3000,3116.666667,3116.666667,0
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Pabean,,3116.666667,3116.666667,0
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Kembang,3000,3116.666667,3116.666667,0
2024-01-16,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Balongsari,3500,3116.666667,3116.666667,0
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Tambahrejo,47000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Pucang Anom,45000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Wonokromo,50000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Genteng Baru,45000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Pabean,60000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Kembang,60000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Besar,Kg,Pasar Balongsari,60000,52428.57143,52428.571429,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Tambahrejo,50000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Pucang Anom,50000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Wonokromo,52000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Genteng Baru,50000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Pabean,55000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Kembang,65000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kriting,Kg,Pasar Balongsari,60000,54571.42857,54571.428571,0.000001
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Tambahrejo,35000,31714.28571,31714.285714,0.000004
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Pucang Anom,35000,31714.28571,31714.285714,0.000004
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Wonokromo,27000,31714.28571,31714.285714,0.000004
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Genteng Baru,30000,31714.28571,31714.285714,0.000004
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Pabean,25000,31714.28571,31714.285714,0.000004
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Kembang,40000,31714.28571,31714.285714,0.000004
2024-01-16,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Balongsari,30000,31714.28571,31714.285714,0.000004
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Tambahrejo,20000,18333.33333,18333.333333,0.000003
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Pucang Anom,18000,18333.33333,18333.333333,0.000003
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Wonokromo,18000,18333.33333,18333.333333,0.000003
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Genteng Baru,18000,18333.33333,18333.333333,0.000003
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Pabean,,18333.33333,18333.333333,0.000003
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Kembang,18000,18333.33333,18333.333333,0.000003
2024-01-16,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Balongsari,18000,18333.33333,18333.333333,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Tambahrejo,36000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Pucang Anom,35000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Wonokromo,36000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Genteng Baru,35000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Pabean,38000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Kembang,38000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Balongsari,40000,36857.14286,36857.142857,0.000003
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Tambahrejo,34000,33000,33000,0
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Pucang Anom,32000,33000,33000,0
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Wonokromo,34000,33000,33000,0
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Genteng Baru,32000,33000,33000,0
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Pabean,32000,33000,33000,0
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Kembang,34000,33000,33000,0
2024-01-16,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Balongsari,33000,33000,33000,0
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Tambahrejo,30000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Pucang Anom,26000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Wonokromo,25000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Genteng Baru,30000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Pabean,26000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Kembang,30000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Balongsari,35000,28857.14286,28857.142857,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Tambahrejo,28000,26833.33333,26833.333333,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Pucang Anom,25000,26833.33333,26833.333333,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Wonokromo,28000,26833.33333,26833.333333,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Genteng Baru,30000,26833.33333,26833.333333,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Pabean,25000,26833.33333,26833.333333,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Kembang,25000,26833.33333,26833.333333,0.000003
2024-01-16,BAWANG,Bawang Bombay,Kg,Pasar Balongsari,,26833.33333,26833.333333,0.000003
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Tambahrejo,7000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Pucang Anom,7000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Wonokromo,5000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Genteng Baru,6000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Pabean,5000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Kembang,5000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ketela Pohon,Kg,Pasar Balongsari,5000,5714.285714,5714.285714,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Tambahrejo,7000,6000,6000,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Pucang Anom,6000,6000,6000,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Wonokromo,6000,6000,6000,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Genteng Baru,6000,6000,6000,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Pabean,5000,6000,6000,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Kembang,6000,6000,6000,0
2024-01-16,UBI-UBIAN,Ubi Jalar,Kg,Pasar Balongsari,6000,6000,6000,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Tambahrejo,8000,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Pucang Anom,8000,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Wonokromo,10000,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Genteng Baru,8000,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Pabean,8000,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Kembang,8000,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Kubis,Kg,Pasar Balongsari,,8333.333333,8333.333333,0
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Tambahrejo,8000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Pucang Anom,10000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Wonokromo,20000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Genteng Baru,14000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Pabean,10000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Kembang,17000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Buncis,Kg,Pasar Balongsari,15000,13428.57143,13428.571429,0.000001
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Tambahrejo,18000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Pucang Anom,16000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Wonokromo,17000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Genteng Baru,15000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Pabean,15000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Kembang,16000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Kentang,Kg,Pasar Balongsari,16000,16142.85714,16142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Tambahrejo,20000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Pucang Anom,15000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Wonokromo,10000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Genteng Baru,10000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Pabean,20000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Kembang,22000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Tomat,Kg,Pasar Balongsari,23000,17142.85714,17142.857143,0.000003
2024-01-16,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Tambahrejo,10000,12857.14286,12857.142857,0.000003
