komoditas,tanggal,kategori,harga_rata,fluktuasi,kode_ews,het_hapk,sumber_het,is_dummy,harga_diimputasi,basis_ews,status_ews
Minyak Goreng Curah (Bening),2024-01-19,GULA,15357.14286,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-20,GULA,15357.14286,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-21,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-22,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-23,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-24,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-25,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-26,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-27,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-28,GULA,15071.42857,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-29,GULA,15142.85714,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-30,GULA,15142.85714,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak Goreng Curah (Bening),2024-01-31,GULA,15142.85714,-71.42857143,K34,15500.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-01,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-02,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-03,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-04,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-05,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-06,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-07,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-08,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-09,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-10,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-11,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-12,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-13,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-14,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-15,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-16,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-17,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-18,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-19,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-20,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-21,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-22,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-23,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-24,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-25,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-26,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-27,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-28,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-29,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-30,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Minyak KITA,2024-01-31,GULA,14000.0,0.0,K36,14000.0,cakbapok,False,False,HET,Aman
Bawang Putih (Jenis Sinco),2024-01-01,BAWANG,33142.85714,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-02,BAWANG,33428.57143,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-03,BAWANG,33428.57143,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-04,BAWANG,33428.57143,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-05,BAWANG,33428.57143,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-06,BAWANG,33285.71429,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-07,BAWANG,33285.71429,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-08,BAWANG,33285.71429,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-09,BAWANG,33285.71429,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-10,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-11,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-12,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-13,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-14,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-15,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-16,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-17,BAWANG,33142.85714,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-18,BAWANG,33142.85714,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-19,BAWANG,33142.85714,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-20,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-21,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-22,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-23,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-24,BAWANG,33142.85714,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-25,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-26,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-27,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-28,BAWANG,33000.0,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-29,BAWANG,33142.85714,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-30,BAWANG,32857.14286,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Bawang Putih (Jenis Sinco),2024-01-31,BAWANG,32857.14286,-285.7142857,K4,,tidak_ada,False,False,fluktuasi,
Telur Ayam Horn,2024-01-01,TELUR,25642.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-02,TELUR,25642.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-03,TELUR,25714.28571,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-04,TELUR,25857.14286,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-05,TELUR,25500.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-06,TELUR,25642.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-07,TELUR,25500.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-08,TELUR,25428.57143,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-09,TELUR,25285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-10,TELUR,25142.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-11,TELUR,25142.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-12,TELUR,25142.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-13,TELUR,25000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-14,TELUR,25000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-15,TELUR,25000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-16,TELUR,25000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-17,TELUR,25000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-18,TELUR,25571.42857,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-19,TELUR,25714.28571,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-20,TELUR,26000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-21,TELUR,26000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-22,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-23,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-24,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-25,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-26,TELUR,26142.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-27,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-28,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-29,TELUR,26285.71429,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-30,TELUR,26142.85714,357.1428571,K42,27000.0,data,False,False,HET,Aman
Telur Ayam Horn,2024-01-31,TELUR,26000.0,357.1428571,K42,27000.0,data,False,False,HET,Aman
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-01,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-02,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-03,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-04,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-05,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-06,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-07,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-08,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-09,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-10,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-11,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-12,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-13,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-14,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-15,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-16,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-17,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-18,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-19,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-20,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-21,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-22,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-23,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-24,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-25,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-26,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-27,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-28,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-29,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-30,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
"Tepung Terigu ""Segitiga Biru"" Curah",2024-01-31,TEPUNG TERIGU,10500.0,0.0,K43,,tidak_ada,False,False,fluktuasi,
Beras Premium,2024-01-01,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-02,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-03,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-04,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-05,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-06,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-07,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-08,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-09,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-10,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-11,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-12,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-13,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-14,BERAS,13985.71429,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-15,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-16,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-17,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-18,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-19,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-20,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-21,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-22,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-23,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-24,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-25,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-26,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-27,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-28,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-29,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-30,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras Premium,2024-01-31,BERAS,14000.0,14.28571429,K5,14900.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium,2024-01-01,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-02,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-03,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-04,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-05,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-06,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-07,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-08,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-09,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-10,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-11,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-12,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-13,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-14,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-15,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-16,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-17,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-18,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-19,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-20,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-21,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-22,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-23,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-24,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-25,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-26,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-27,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-28,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-29,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-30,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium,2024-01-31,BERAS,10900.0,,K6,12500.0,cakbapok,True,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-01,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-02,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-03,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-04,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-05,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-06,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-07,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-08,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-09,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-10,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-11,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-12,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-13,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-14,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-15,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-16,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-17,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-18,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-19,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-20,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-21,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-22,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-23,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-24,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-25,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-26,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-27,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-28,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-29,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
Beras IR.64 Medium Bulog,2024-01-30,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
