komoditas,tanggal,kategori,harga_rata,fluktuasi,kode_ews,het_hapk,sumber_het,is_dummy,harga_diimputasi,basis_ews,status_ews
Beras IR.64 Medium Bulog,2024-01-31,BERAS,10900.0,0.0,K7,12500.0,cakbapok,False,False,HET,Aman
BERAS SPHP,2024-01-01,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-02,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-03,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-04,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-05,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-06,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-07,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-08,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-09,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-10,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-11,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-12,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-13,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-14,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-15,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-16,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-17,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-18,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-19,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-20,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-21,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-22,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-23,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-24,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-25,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-26,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-27,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-28,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-29,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-30,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
BERAS SPHP,2024-01-31,BERAS,10900.0,,K8,12500.0,cakbapok,True,False,HET,Aman
Cabe Merah Besar,2024-01-01,C A B E,53571.42857,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-02,C A B E,54571.42857,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-03,C A B E,55285.71429,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-04,C A B E,51000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-05,C A B E,51000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-06,C A B E,51428.57143,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-07,C A B E,51714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-08,C A B E,51000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-09,C A B E,49571.42857,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-10,C A B E,51714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-11,C A B E,51000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-12,C A B E,50285.71429,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-13,C A B E,49571.42857,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-14,C A B E,49285.71429,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-15,C A B E,50571.42857,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-16,C A B E,52428.57143,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-17,C A B E,51714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-18,C A B E,51000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-19,C A B E,50714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-20,C A B E,52000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-21,C A B E,52000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-22,C A B E,66714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-23,C A B E,63857.14286,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-24,C A B E,64571.42857,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-25,C A B E,62428.57143,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-26,C A B E,61714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-27,C A B E,61714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-28,C A B E,61000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-29,C A B E,62714.28571,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-30,C A B E,64000.0,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
Cabe Merah Besar,2024-01-31,C A B E,65428.57143,11857.14286,K9,,tidak_ada,False,False,fluktuasi,
